trajectory_id,vehicle,trajectory_start_timestamp,trajectory_end_timestamp,stop_number,stop_start_timestamp,stop_end_timestamp,detected_berth,start_route,start_direction,start_assigned_berth,end_route,end_direction,end_assigned_berth,start_longitude,start_latitude
9031005920505747-0,9031005920505747,1647931143,1647931999,0,1647931170,1647931224,A5,18,0,B5,-1,-1,-1,15.6242532730103,58.4170227050781
9031005920505747-0,9031005920505747,1647931143,1647931999,1,1647931265,1647931993,E1,-1,-1,-1,6,1,E1,15.6222629547119,58.4178123474121
9031005920505748-0,9031005920505748,1647932532,1647932922,0,1647932603,1647932888,E1,6,0,E1,6,1,E1,15.6223335266113,58.4178504943848
9031005920505748-0,9031005920505748,1647932532,1647932922,1,1647932899,1647932918,-1,6,1,E1,6,1,E1,15.6221122741699,58.4177703857422
9031005920505749-0,9031005920505749,1647931790,1647932105,0,1647931848,1647932101,E2,10,1,E2,10,1,E2,15.6222705841064,58.4177894592285
9031005920505751-0,9031005920505751,1647930193,1647930340,0,1647930210,1647930231,A5,10,1,E2,10,1,E2,15.6242952346802,58.4170455932617
9031005920505751-0,9031005920505751,1647930193,1647930340,1,1647930253,1647930264,-1,10,1,E2,10,1,E2,15.6231145858765,58.4175720214844
9031005920505751-0,9031005920505751,1647930193,1647930340,2,1647930288,1647930336,E2,10,1,E2,10,1,E2,15.6222877502441,58.4178466796875
9031005920505751-1,9031005920505751,1647932716,1647933046,0,1647932750,1647933013,B1,10,0,B1,10,0,B1,15.6229209899902,58.4175682067871
9031005920505752-0,9031005920505752,1647932921,1647933799,0,1647932989,1647933285,A1,6,0,E1,6,0,E1,15.622974395752,58.4177017211914
9031005920505752-0,9031005920505752,1647932921,1647933799,1,1647933309,1647933787,E1,6,0,E1,6,1,E1,15.6222867965698,58.4178733825684
9031005920505753-0,9031005920505753,1647931878,1647931976,0,1647931893,1647931924,B6,6,0,E1,6,0,E1,15.624418258667,58.4167709350586
9031005920505753-1,9031005920505753,1647933314,1647933621,0,1647933322,1647933331,-1,1,1,A2,1,1,A2,15.6248073577881,58.4166069030762
9031005920505753-1,9031005920505753,1647933314,1647933621,1,1647933359,1647933603,A2,1,1,A2,1,1,A2,15.62331199646,58.4175262451172
9031005920505754-0,9031005920505754,1647930456,1647930837,0,1647930501,1647930787,B2,11,0,B2,11,1,B2,15.6231126785278,58.4174537658691
9031005920505754-0,9031005920505754,1647930456,1647930837,1,1647930802,1647930815,-1,11,1,B2,11,1,B2,15.6228408813477,58.4176292419434
9031005920505754-1,9031005920505754,1647933162,1647933525,0,1647933201,1647933488,B2,11,0,B2,11,1,B2,15.6231441497803,58.4174385070801
9031005920505754-1,9031005920505754,1647933162,1647933525,1,1647933515,1647933524,-1,11,1,B2,11,1,B2,15.6221780776978,58.4176902770996
9031005920505755-0,9031005920505755,1647931235,1647931338,0,1647931281,1647931330,E2,10,1,E2,10,1,E2,15.62229347229,58.4177627563477
9031005920505755-0,9031005920505755,1647931235,1647931338,1,1647931333,1647931338,E2,10,1,E2,10,1,E2,15.6222190856934,58.4177284240723
9031005920505755-1,9031005920505755,1647933982,1647934271,0,1647934003,1647934026,-1,10,0,B1,10,0,B1,15.6236457824707,58.4171257019043
9031005920505755-1,9031005920505755,1647933982,1647934271,1,1647934049,1647934229,B1,10,0,B1,10,0,B1,15.6229305267334,58.4176216125488
9031005920505755-1,9031005920505755,1647933982,1647934271,2,1647934246,1647934270,-1,10,0,B1,10,0,B1,15.6221733093262,58.4177131652832
9031005920505756-0,9031005920505756,1647931003,1647931240,0,1647931046,1647931212,B1,10,0,B1,10,0,B1,15.6228876113892,58.4176063537598
9031005920505756-0,9031005920505756,1647931003,1647931240,1,1647931224,1647931234,-1,10,0,B1,10,0,B1,15.622465133667,58.4177551269531
9031005920505756-1,9031005920505756,1647934568,1647934728,0,1647934637,1647934728,E2,10,1,E2,10,1,E2,15.6223335266113,58.4177970886231
9031005920505757-0,9031005920505757,1647929759,1647929815,0,1647929759,1647929765,B5,18,1,B5,18,1,B5,15.624135017395,58.4169425964356
9031005920505757-0,9031005920505757,1647929759,1647929815,1,1647929800,1647929815,-1,18,1,B5,18,1,B5,15.6221618652344,58.4177169799805
9031005920505757-1,9031005920505757,1647931738,1647931843,0,1647931789,1647931818,A1,14,1,A1,14,1,A1,15.6229763031006,58.4176826477051
9031005920505758-0,9031005920505758,1647930059,1647930334,0,1647930062,1647930074,-1,10,0,B1,10,0,B1,15.6246967315674,58.4164047241211
9031005920505758-0,9031005920505758,1647930059,1647930334,1,1647930116,1647930304,B1,10,0,B1,10,0,B1,15.6229000091553,58.4175987243652
9031005920505758-1,9031005920505758,1647933636,1647933907,0,1647933676,1647933698,A2,10,1,E2,10,1,E2,15.6232929229736,58.4174957275391
9031005920505758-1,9031005920505758,1647933636,1647933907,1,1647933731,1647933902,E2,10,1,E2,-1,-1,-1,15.6222829818726,58.4178199768066
9031005920505759-0,9031005920505759,1647932637,1647933126,0,1647932713,1647933123,E2,10,1,E2,10,1,E2,15.6223230361938,58.4178314208984
9031005920703443-0,9031005920703443,1647933643,1647933721,0,1647933666,1647933683,C2,617,0,C2,-1,-1,-1,15.6233167648315,58.417179107666
9031005920703853-0,9031005920703853,1647933084,1647933170,0,1647933113,1647933133,-1,-1,-1,-1,-1,-1,-1,15.6230335235596,58.4173126220703
9031005920703853-0,9031005920703853,1647933084,1647933170,1,1647933143,1647933160,-1,-1,-1,-1,-1,-1,-1,15.6227569580078,58.4175758361816
9031005920703856-0,9031005920703856,1647933002,1647933143,0,1647933024,1647933031,B6,241,1,D1,241,1,D1,15.6243381500244,58.4167785644531
9031005920703856-0,9031005920703856,1647933002,1647933143,1,1647933059,1647933077,-1,241,1,D1,241,1,D1,15.6231298446655,58.4173316955566
9031005920703856-0,9031005920703856,1647933002,1647933143,2,1647933088,1647933130,C1,241,1,D1,241,1,D1,15.6228818893433,58.4174995422363
9031005920703863-0,9031005920703863,1647932161,1647932256,0,1647932171,1647932209,C5,521,0,C3,-1,-1,-1,15.6241827011108,58.4166679382324
9031005920703867-0,9031005920703867,1647933894,1647934012,0,1647933901,1647933932,C5,530,0,C1,-1,-1,-1,15.6242151260376,58.4166641235352
9031005920703867-0,9031005920703867,1647933894,1647934012,1,1647933979,1647934010,-1,-1,-1,-1,-1,-1,-1,15.622127532959,58.4176979064941
9031008082600757-0,9031008082600757,1647932770,1647932849,0,1647932776,1647932809,D1,185,1,-1,185,1,-1,15.624870300293,58.4165382385254
