id,latitude,longitude,bearing,speed,timestamp,vehicle.id,trip_id,schedule_relationship,source,route_id,direction_id,route_short_name,route_type,start_time,start_date,rsn_dir,trajectory_id,is_stopped,cluster,berths
797493791,58.4177207946777,15.6220855712891,226,0.0,1647931585,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-26Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797494169,58.4177207946777,15.6220855712891,226,0.0,1647931586,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-27Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797494553,58.4177207946777,15.6220846176147,226,0.0,1647931587,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-28Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797494925,58.4177207946777,15.6220846176147,226,0.0,1647931588,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-29Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797494925,58.4177207946777,15.6220846176147,226,0.0,1647931588,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-30Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797495523,58.4177207946777,15.6220846176147,226,0.0,1647931589,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-31Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797495708,58.4177207946777,15.6220846176147,226,0.0,1647931590,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-32Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797496459,58.4177207946777,15.6220846176147,226,0.0,1647931592,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-33Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797496459,58.4177207946777,15.6220846176147,226,0.0,1647931592,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-34Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797497174,58.4177207946777,15.6220836639404,226,0.0,1647931594,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-35Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797497542,58.4177207946777,15.6220836639404,226,0.0,1647931595,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-36Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797497922,58.4177207946777,15.6220836639404,226,0.0,1647931596,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-37Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797497922,58.4177207946777,15.6220836639404,226,0.0,1647931596,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-38Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797498673,58.4177207946777,15.6220827102661,226,0.0,1647931598,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-39Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797498673,58.4177207946777,15.6220827102661,226,0.0,1647931598,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-40Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797499259,58.4177207946777,15.6220827102661,226,0.0,1647931599,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-41Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797499422,58.4177207946777,15.6220827102661,226,0.0,1647931600,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-42Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797499794,58.4177207946777,15.6220817565918,226,0.0,1647931601,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-43Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797500526,58.4177207946777,15.6220808029175,226,0.0,1647931603,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-44Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797500905,58.4177207946777,15.6220808029175,226,0.0,1647931604,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-45Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797501268,58.4177207946777,15.6220808029175,226,0.0,1647931605,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-46Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797501648,58.4177169799805,15.6220798492432,226,0.0,1647931606,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-47Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797502020,58.4177169799805,15.6220798492432,226,0.0,1647931607,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-49Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797502020,58.4177169799805,15.6220798492432,226,0.0,1647931607,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-48Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797502759,58.4177169799805,15.6220798492432,226,0.0,1647931609,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-50Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
797503131,58.4177169799805,15.6220798492432,226,0.0,1647931610,9031005917108310,,,otraf-vehiclepositions-2022-03-22T07-46-52Z.pb,-1,-1,-1,-1,,,-1_-1,9031005917108310-0,true,,
