,index,vehicle,timestart,timestop,detected_berth,computed_berths_for_vehicle,route,status,remarks
394,201,9031005920505675,2022-03-22 08:20:55,2022-03-22 08:21:35,-1,"['A5', 'C4']","['3', '3', '3', '21']",unclear,{'vehicle_infront': [{'vehicle': '9031005918308732'}]}
395,168,9031005920505731,2022-03-22 08:20:59,2022-03-22 08:21:36,-1,"['A1', 'D1']","['15', '15', '15', '20']",unclear,{'at_crossing': 'E'}
396,541,9031005918308826,2022-03-22 08:21:00,2022-03-22 08:21:38,-1,['C1'],['39'],unclear,{'vehicle_infront': [{'vehicle': '9031005920505731'}]}
397,103,9031005918308725,2022-03-22 08:21:04,2022-03-22 08:21:17,B6,"['C3', 'C1', 'C4']","['522', '39', '513']",unclear,{}
398,542,9031005920703443,2022-03-22 08:21:07,2022-03-22 08:21:21,C2,['C2'],['617'],confirmed,{}
399,247,9031005920505758,2022-03-22 08:21:17,2022-03-22 08:21:38,A2,"['B1', 'E2']","['10', '10']",unclear,{}
400,248,9031005920505758,2022-03-22 08:22:11,2022-03-22 08:24:59,E2,"['B1', 'E2']","['10', '10']",confirmed,{}
401,259,9031005918308742,2022-03-22 08:22:16,2022-03-22 08:22:44,C3,"['C2', 'C3']","['617', '522']",confirmed,{}
402,225,9031005920505743,2022-03-22 08:22:18,2022-03-22 08:24:58,B5,"['E1', 'B5']","['6', '6', '18']",confirmed,{}
403,272,9031005920505676,2022-03-22 08:22:25,2022-03-22 08:22:54,-1,"['B6', 'A6']","['12', '12', '12', '4']",regular_stop,{}
404,384,9031005920505650,2022-03-22 08:22:26,2022-03-22 08:22:55,-1,"['B2', 'B4']","['13', '13']",unclear,{}
405,172,9031005920505670,2022-03-22 08:22:35,2022-03-22 08:23:15,A1,"['A5', 'A6']","['3', '4', '4', '4']",unclear,{}
406,360,9031005920505513,2022-03-22 08:22:55,2022-03-22 08:23:00,B1,"['B3', 'A4']","['5', '5']",unclear,{'vehicle_infront': [{'vehicle': '9031005920505687'}]}
407,427,9031005917108310,2022-03-22 08:23:13,2022-03-22 08:25:17,-1,['C1'],"['555', '555']",unclear,{}
408,441,9031005920505647,2022-03-22 08:23:20,2022-03-22 08:23:40,D1,"['B5', 'A6']","['14', '18', '2']",unclear,{}
409,260,9031005918308742,2022-03-22 08:23:32,2022-03-22 08:23:50,-1,"['C2', 'C3']","['617', '522']",regular_stop,{}
410,173,9031005920505670,2022-03-22 08:23:42,2022-03-22 08:28:12,-1,"['A5', 'A6']","['3', '4', '4', '4']",unclear,{}
411,148,9031005920505686,2022-03-22 08:23:43,2022-03-22 08:23:48,-1,"['C5', 'A5']","['17', '17', '3']",unclear,{'vehicle_infront': [{'vehicle': '9031005920505758'}]}
412,337,9031005920505653,2022-03-22 08:23:48,2022-03-22 08:24:55,-1,"['C4', 'B5', 'A5']","['16', '14', '18', '3']",unclear,{}
413,24,9031005920505733,2022-03-22 08:23:48,2022-03-22 08:25:02,-1,"['C4', 'E2', 'A1']","['21', '10', '15']",unclear,{}
414,442,9031005920505647,2022-03-22 08:24:02,2022-03-22 08:27:12,A6,"['B5', 'A6']","['14', '18', '2']",confirmed,{}
415,30,9031005920505688,2022-03-22 08:24:22,2022-03-22 08:24:40,D1,['B2'],"['11', '11', '11', '11']",unclear,{}
416,15,9031005920505673,2022-03-22 08:24:24,2022-03-22 08:24:52,E2,"['A3', 'A2']","['1', '1', '1', '1']",regular_stop,{}
417,543,9031005920703867,2022-03-22 08:25:02,2022-03-22 08:25:31,C5,['C1'],['530'],unclear,{}
418,338,9031005920505653,2022-03-22 08:25:10,2022-03-22 08:25:27,-1,"['C4', 'B5', 'A5']","['16', '14', '18', '3']",unclear,{}
419,31,9031005920505688,2022-03-22 08:25:14,2022-03-22 08:25:21,-1,['B2'],"['11', '11', '11', '11']",unclear,{}
420,25,9031005920505733,2022-03-22 08:25:19,2022-03-22 08:25:42,-1,"['C4', 'E2', 'A1']","['21', '10', '15']",regular_stop,{}
421,32,9031005920505688,2022-03-22 08:25:44,2022-03-22 08:29:56,A1,['B2'],"['11', '11', '11', '11']",unclear,{}
422,303,9031005920505659,2022-03-22 08:26:01,2022-03-22 08:26:40,B6,"['A5', 'B6']","['3', '3', '12']",confirmed,{}
423,545,9031005918308823,2022-03-22 08:26:17,2022-03-22 08:26:58,C3,[],[],unclear,{}
424,544,9031005920703867,2022-03-22 08:26:19,2022-03-22 08:26:48,-1,['C1'],['530'],regular_stop,{}
425,331,9031005920505655,2022-03-22 08:26:37,2022-03-22 08:28:36,B2,"['A6', 'B2']","['2', '11']",confirmed,{}
426,309,9031005920505504,2022-03-22 08:26:39,2022-03-22 08:30:49,C5,"['A1', 'C5']","['14', '16']",confirmed,{}
427,355,9031005920505677,2022-03-22 08:26:46,2022-03-22 08:28:38,-1,"['B4', 'B2']","['13', '13']",unclear,{'at_crossing': 'B2'}
428,409,9031005920505501,2022-03-22 08:26:56,2022-03-22 08:27:20,-1,"['A4', 'B3']","['5', '5']",unclear,{}
429,226,9031005920505743,2022-03-22 08:27:04,2022-03-22 08:30:03,B5,"['E1', 'B5']","['6', '6', '18']",confirmed,{}
430,304,9031005920505659,2022-03-22 08:27:17,2022-03-22 08:28:15,-1,"['A5', 'B6']","['3', '3', '12']",unclear,{'vehicle_infront': [{'vehicle': '9031005920505677'}]}
431,71,9031005920505651,2022-03-22 08:27:17,2022-03-22 08:30:34,A2,"['A2', 'A3']","['1', '1', '1']",confirmed,{}
432,395,9031005920505755,2022-03-22 08:27:29,2022-03-22 08:30:27,B1,"['E2', 'B1']","['10', '10']",confirmed,{}
433,410,9031005920505501,2022-03-22 08:28:00,2022-03-22 08:28:35,-1,"['A4', 'B3']","['5', '5']",unclear,{'vehicle_infront': [{'vehicle': '9031005920505659'}]}
434,458,9031005920505674,2022-03-22 08:28:04,2022-03-22 08:30:08,C4,"['C5', 'C4']","['16', '16']",confirmed,{}
435,419,9031005920505508,2022-03-22 08:28:05,2022-03-22 08:29:49,A4,"['B3', 'A4']","['5', '5']",confirmed,{}
436,443,9031005920505647,2022-03-22 08:28:08,2022-03-22 08:29:08,-1,"['B5', 'A6']","['14', '18', '2']",regular_stop,{}
437,174,9031005920505670,2022-03-22 08:28:28,2022-03-22 08:29:11,-1,"['A5', 'A6']","['3', '4', '4', '4']",regular_stop,{'vehicle_infront': [{'vehicle': '9031005920505647'}]}
438,305,9031005920505659,2022-03-22 08:28:35,2022-03-22 08:28:56,-1,"['A5', 'B6']","['3', '3', '12']",unclear,{}
439,411,9031005920505501,2022-03-22 08:28:51,2022-03-22 08:29:07,B3,"['A4', 'B3']","['5', '5']",confirmed,{}
440,67,9031005920505666,2022-03-22 08:29:12,2022-03-22 08:29:55,A3,"['A6', 'D1', 'A2', 'A3']","['2', '23', '1', '1']",confirmed,{}
441,175,9031005920505670,2022-03-22 08:29:35,2022-03-22 08:29:41,-1,"['A5', 'A6']","['3', '4', '4', '4']",unclear,{}
442,306,9031005920505659,2022-03-22 08:29:51,2022-03-22 08:30:12,-1,"['A5', 'B6']","['3', '3', '12']",regular_stop,{}
443,412,9031005920505501,2022-03-22 08:29:54,2022-03-22 08:30:14,-1,"['A4', 'B3']","['5', '5']",unclear,{'vehicle_infront': [{'vehicle': '9031005920505659'}]}
444,176,9031005920505670,2022-03-22 08:30:33,2022-03-22 08:35:08,A6,"['A5', 'A6']","['3', '4', '4', '4']",confirmed,{}
445,86,9031005920505661,2022-03-22 08:30:34,2022-03-22 08:37:12,A4,"['B4', 'B2']","['13', '13', '13']",unclear,{}
446,396,9031005920505755,2022-03-22 08:30:46,2022-03-22 08:31:08,-1,"['E2', 'B1']","['10', '10']",regular_stop,{}
447,332,9031005920505655,2022-03-22 08:30:49,2022-03-22 08:35:01,B2,"['A6', 'B2']","['2', '11']",confirmed,{}
448,420,9031005920505508,2022-03-22 08:30:54,2022-03-22 08:31:08,-1,"['B3', 'A4']","['5', '5']",regular_stop,{}
449,459,9031005920505674,2022-03-22 08:30:56,2022-03-22 08:31:09,-1,"['C5', 'C4']","['16', '16']",unclear,{'vehicle_infront': [{'vehicle': '9031005920505755'}]}
450,227,9031005920505743,2022-03-22 08:30:58,2022-03-22 08:31:12,-1,"['E1', 'B5']","['6', '6', '18']",unclear,{'vehicle_infront': [{'vehicle': '9031005920505674'}]}
451,72,9031005920505651,2022-03-22 08:31:03,2022-03-22 08:31:15,A1,"['A2', 'A3']","['1', '1', '1']",unclear,{}
452,422,9031005920505698,2022-03-22 08:31:37,2022-03-22 08:33:04,A5,"['C5', 'A5']","['17', '3', '3', '3']",confirmed,{}
453,240,9031005920505736,2022-03-22 08:33:30,2022-03-22 08:36:42,D1,"['E1', 'A1', 'C4']","['6', '15', '15', '21']",unclear,{}
454,423,9031005920505698,2022-03-22 08:33:39,2022-03-22 08:34:15,-1,"['C5', 'A5']","['17', '3', '3', '3']",unclear,{}
455,462,9031005920505740,2022-03-22 08:33:41,2022-03-22 08:34:52,A1,"['B1', 'B5', 'A1']","['10', '18', '14']",confirmed,{}
456,104,9031005918308725,2022-03-22 08:33:42,2022-03-22 08:34:12,-1,"['C3', 'C1', 'C4']","['522', '39', '513']",regular_stop,{}
457,536,9031005918308630,2022-03-22 08:33:43,2022-03-22 08:34:15,-1,['C1'],"['30', '30']",unclear,{}
458,319,9031005920505699,2022-03-22 08:34:14,2022-03-22 08:34:37,C5,"['A5', 'A6']","['3', '4', '4']",unclear,{}
459,347,9031005920505739,2022-03-22 08:34:23,2022-03-22 08:38:03,E1,['E1'],"['572', '6', '6', '6']",confirmed,{}
460,55,9031005920505509,2022-03-22 08:34:29,2022-03-22 08:34:43,-1,"['B3', 'A4']","['5', '5', '5']",unclear,{}
461,375,9031005920505654,2022-03-22 08:35:01,2022-03-22 08:40:38,B6,"['A5', 'B6']","['3', '12', '12', '12']",confirmed,{}
462,105,9031005918308725,2022-03-22 08:35:07,2022-03-22 08:35:37,C4,"['C3', 'C1', 'C4']","['522', '39', '513']",confirmed,{'at_crossing': 'C3'}
463,537,9031005918308630,2022-03-22 08:35:24,2022-03-22 08:36:35,-1,['C1'],"['30', '30']",unclear,{}
464,546,9031005917108324,2022-03-22 08:35:46,2022-03-22 08:36:01,C5,['C1'],['566'],unclear,{}
465,56,9031005920505509,2022-03-22 08:35:51,2022-03-22 08:38:08,B3,"['B3', 'A4']","['5', '5', '5']",confirmed,{}
466,177,9031005920505670,2022-03-22 08:36:01,2022-03-22 08:36:09,-1,"['A5', 'A6']","['3', '4', '4', '4']",regular_stop,{}
467,106,9031005918308725,2022-03-22 08:36:34,2022-03-22 08:36:39,-1,"['C3', 'C1', 'C4']","['522', '39', '513']",unclear,{}
468,547,9031005917108324,2022-03-22 08:36:38,2022-03-22 08:37:24,-1,['C1'],['566'],regular_stop,{}
469,154,9031005920505514,2022-03-22 08:36:41,2022-03-22 08:39:55,A2,"['A2', 'A3']","['1', '1', '1']",confirmed,{}
470,538,9031005918308630,2022-03-22 08:37:04,2022-03-22 08:37:25,-1,['C1'],"['30', '30']",regular_stop,{}
471,363,9031005920505756,2022-03-22 08:37:17,2022-03-22 08:40:52,E2,"['B1', 'E2']","['10', '10']",confirmed,{}
472,87,9031005920505661,2022-03-22 08:37:47,2022-03-22 08:37:56,-1,"['B4', 'B2']","['13', '13', '13']",regular_stop,{}
473,415,9031005920505652,2022-03-22 08:38:11,2022-03-22 08:39:53,C5,"['A6', 'A5', 'C5']","['4', '3', '17']",confirmed,{}
474,548,9031005920505685,2022-03-22 08:38:11,2022-03-22 08:43:16,A5,"['C5', 'A5']","['17', '3']",confirmed,{}
475,348,9031005920505739,2022-03-22 08:38:17,2022-03-22 08:38:23,-1,['E1'],"['572', '6', '6', '6']",regular_stop,{}
476,539,9031005918308630,2022-03-22 08:38:18,2022-03-22 08:38:37,-1,['C1'],"['30', '30']",unclear,{}
477,111,9031005920505515,2022-03-22 08:38:31,2022-03-22 08:43:28,A4,"['A4', 'B3']","['5', '5', '5']",confirmed,{}
478,191,9031005920505507,2022-03-22 08:38:31,2022-03-22 08:41:50,A3,"['A3', 'A2']","['1', '1', '1']",confirmed,{}
479,241,9031005920505736,2022-03-22 08:38:42,2022-03-22 08:39:46,C4,"['E1', 'A1', 'C4']","['6', '15', '15', '21']",confirmed,{'at_crossing': 'C3'}
480,20,9031005920505664,2022-03-22 08:38:43,2022-03-22 08:43:27,A6,"['A5', 'A6']","['3', '3', '2', '2', '2']",confirmed,{}
481,371,9031005918308726,2022-03-22 08:39:03,2022-03-22 08:39:17,D1,['C1'],"['540', '539']",unclear,{}
482,351,9031005920505732,2022-03-22 08:39:35,2022-03-22 08:39:47,D1,"['A1', 'D1', 'E1']","['15', '20', '572']",confirmed,{}
483,185,9031005918308829,2022-03-22 08:39:44,2022-03-22 08:40:13,C3,['C3'],"['521', '521', '521']",confirmed,{}
484,372,9031005918308726,2022-03-22 08:40:03,2022-03-22 08:40:41,-1,['C1'],"['540', '539']",regular_stop,{}
485,155,9031005920505514,2022-03-22 08:40:14,2022-03-22 08:40:42,-1,"['A2', 'A3']","['1', '1', '1']",unclear,{'vehicle_infront': [{'vehicle': '9031005918308726'}]}
486,242,9031005920505736,2022-03-22 08:40:21,2022-03-22 08:40:46,-1,"['E1', 'A1', 'C4']","['6', '15', '15', '21']",unclear,{}
487,352,9031005920505732,2022-03-22 08:40:22,2022-03-22 08:40:44,-1,"['A1', 'D1', 'E1']","['15', '20', '572']",unclear,{'at_crossing': 'E'}
488,416,9031005920505652,2022-03-22 08:40:31,2022-03-22 08:40:55,C1,"['A6', 'A5', 'C5']","['4', '3', '17']",unclear,{}
489,186,9031005918308829,2022-03-22 08:40:33,2022-03-22 08:40:43,-1,['C3'],"['521', '521', '521']",unclear,{'vehicle_infront': [{'vehicle': '9031005920505652'}]}
490,373,9031005918308726,2022-03-22 08:40:58,2022-03-22 08:41:20,-1,['C1'],"['540', '539']",unclear,{}
491,137,9031005920505658,2022-03-22 08:40:59,2022-03-22 08:41:07,D1,"['C4', 'B5', 'D1']","['16', '14', '18', '20']",confirmed,{}
492,243,9031005920505736,2022-03-22 08:41:56,2022-03-22 08:42:20,-1,"['E1', 'A1', 'C4']","['6', '15', '15', '21']",unclear,{}
493,138,9031005920505658,2022-03-22 08:41:58,2022-03-22 08:50:04,D1,"['C4', 'B5', 'D1']","['16', '14', '18', '20']",confirmed,{}
494,187,9031005918308829,2022-03-22 08:42:01,2022-03-22 08:42:24,-1,['C3'],"['521', '521', '521']",unclear,{'vehicle_infront': [{'vehicle': '9031005920505736'}]}
495,343,9031005920505741,2022-03-22 08:42:14,2022-03-22 08:45:08,B5,"['B1', 'C4', 'B5']","['10', '21', '14']",confirmed,{}
496,158,9031005920505746,2022-03-22 08:42:19,2022-03-22 08:43:56,B2,['B2'],"['11', '11', '11', '11', '11', '11']",confirmed,{}
497,549,9031005918308828,2022-03-22 08:43:08,2022-03-22 08:43:47,C1,['C1'],['30'],confirmed,{}
498,112,9031005920505515,2022-03-22 08:43:45,2022-03-22 08:43:54,A3,"['A4', 'B3']","['5', '5', '5']",unclear,{}
499,387,9031005920505662,2022-03-22 08:43:52,2022-03-22 08:50:28,A6,['A6'],"['2', '4', '4', '4']",confirmed,{}
500,252,9031005920505668,2022-03-22 08:44:13,2022-03-22 08:45:00,B2,"['B2', 'B4']","['13', '13', '13']",confirmed,{}
501,550,9031005918308828,2022-03-22 08:44:14,2022-03-22 08:44:20,-1,['C1'],['30'],regular_stop,{}
502,551,9031005917108409,2022-03-22 08:44:46,2022-03-22 08:45:05,C5,['C2'],['620'],unclear,{}
503,159,9031005920505746,2022-03-22 08:44:47,2022-03-22 08:45:00,-1,['B2'],"['11', '11', '11', '11', '11', '11']",unclear,{}
504,453,9031005917108411,2022-03-22 08:45:16,2022-03-22 08:45:31,-1,"['C3', 'C2']","['522', '620']",regular_stop,{}
505,61,9031005920505505,2022-03-22 08:45:17,2022-03-22 08:52:35,C5,"['C5', 'C4']","['16', '16', '16']",confirmed,{}
506,253,9031005920505668,2022-03-22 08:45:23,2022-03-22 08:45:32,-1,"['B2', 'B4']","['13', '13', '13']",regular_stop,{'vehicle_infront': [{'vehicle': '9031005917108411'}]}
507,454,9031005917108411,2022-03-22 08:45:48,2022-03-22 08:46:05,-1,"['C3', 'C2']","['522', '620']",unclear,{}
508,160,9031005920505746,2022-03-22 08:46:10,2022-03-22 08:54:55,B2,['B2'],"['11', '11', '11', '11', '11', '11']",confirmed,{}
509,552,9031005918308616,2022-03-22 08:46:37,2022-03-22 08:46:49,-1,['C3'],"['59', '522']",unclear,{}
510,555,9031005917108309,2022-03-22 08:46:42,2022-03-22 08:47:02,C4,['C1'],['555'],unclear,{}
511,455,9031005917108411,2022-03-22 08:47:06,2022-03-22 08:54:48,C2,"['C3', 'C2']","['522', '620']",confirmed,{'at_crossing': 'C1'}
512,263,9031005920505649,2022-03-22 08:47:10,2022-03-22 08:49:54,A2,"['A2', 'A3']","['1', '1', '1']",confirmed,{}
513,494,9031005920505648,2022-03-22 08:47:17,2022-03-22 08:53:02,A5,"['B5', 'A5']","['14', '3', '3', '3']",confirmed,{}
514,553,9031005918308616,2022-03-22 08:47:21,2022-03-22 08:50:32,C3,['C3'],"['59', '522']",confirmed,{}
515,556,9031005917108309,2022-03-22 08:47:38,2022-03-22 08:47:50,-1,['C1'],['555'],regular_stop,{}
516,77,9031005920505747,2022-03-22 08:47:50,2022-03-22 08:52:49,E1,"['B5', 'E1']","['14', '18', '6', '6', '6']",confirmed,{}
517,507,9031005920505678,2022-03-22 08:48:20,2022-03-22 08:48:34,B6,"['C5', 'A6']","['17', '2', '2', '2']",unclear,{}
518,234,9031005920505667,2022-03-22 08:48:31,2022-03-22 08:50:12,A3,"['B5', 'D1', 'A2', 'A3']","['18', '23', '1', '1']",confirmed,{}
519,558,9031005917108303,2022-03-22 08:49:09,2022-03-22 08:49:33,C4,['C2'],['520'],unclear,{}
520,508,9031005920505678,2022-03-22 08:49:21,2022-03-22 08:49:28,-1,"['C5', 'A6']","['17', '2', '2', '2']",regular_stop,{}
521,196,9031005920505506,2022-03-22 08:49:25,2022-03-22 08:51:58,B4,"['B4', 'B2']","['13', '13', '13']",confirmed,{}
522,211,9031005920505510,2022-03-22 08:49:34,2022-03-22 08:49:40,-1,"['B3', 'A4']","['5', '5', '5']",unclear,{}
523,491,9031005918308721,2022-03-22 08:50:03,2022-03-22 08:50:19,C4,"['B4', 'C4']","['243', '513']",confirmed,{}
524,509,9031005920505678,2022-03-22 08:50:16,2022-03-22 08:50:39,-1,"['C5', 'A6']","['17', '2', '2', '2']",unclear,{}
525,559,9031005917108303,2022-03-22 08:50:18,2022-03-22 08:50:24,-1,['C2'],['520'],regular_stop,{'vehicle_infront': [{'vehicle': '9031005920505747'}]}
526,478,9031005920505753,2022-03-22 08:50:35,2022-03-22 08:54:53,A1,"['E1', 'A2', 'A1']","['6', '1', '15']",confirmed,{}
527,212,9031005920505510,2022-03-22 08:50:42,2022-03-22 08:51:29,B3,"['B3', 'A4']","['5', '5', '5']",confirmed,{}
528,127,9031005920505500,2022-03-22 08:50:44,2022-03-22 08:51:25,C4,"['A1', 'C5', 'C4']","['14', '16', '16']",confirmed,{}
529,181,9031005920505511,2022-03-22 08:50:50,2022-03-22 08:51:31,A4,"['A4', 'B3']","['5', '5', '5']",confirmed,{}
530,492,9031005918308721,2022-03-22 08:50:57,2022-03-22 08:51:12,-1,"['B4', 'C4']","['243', '513']",regular_stop,{}
531,139,9031005920505658,2022-03-22 08:51:03,2022-03-22 08:51:14,-1,"['C4', 'B5', 'D1']","['16', '14', '18', '20']",unclear,{'vehicle_infront': [{'vehicle': '9031005920505747'}]}
532,510,9031005920505678,2022-03-22 08:51:06,2022-03-22 08:57:57,A6,"['C5', 'A6']","['17', '2', '2', '2']",confirmed,{}
533,554,9031005918308616,2022-03-22 08:51:10,2022-03-22 08:51:17,-1,['C3'],"['59', '522']",unclear,{'at_crossing': 'E'}
534,213,9031005920505510,2022-03-22 08:51:58,2022-03-22 08:52:15,-1,"['B3', 'A4']","['5', '5', '5']",regular_stop,{}
535,182,9031005920505511,2022-03-22 08:51:59,2022-03-22 08:52:16,-1,"['A4', 'B3']","['5', '5', '5']",unclear,{'vehicle_infront': [{'vehicle': '9031005920505747'}]}
536,291,9031005918308718,2022-03-22 08:52:01,2022-03-22 08:52:27,C4,"['C1', 'C3']","['566', '522', '522']",unclear,{}
537,128,9031005920505500,2022-03-22 08:52:01,2022-03-22 08:52:18,-1,"['A1', 'C5', 'C4']","['14', '16', '16']",unclear,{}
538,145,9031005920505744,2022-03-22 08:52:40,2022-03-22 08:59:58,B5,"['E2', 'B1', 'B5']","['10', '10', '10', '18']",confirmed,{}
539,129,9031005920505500,2022-03-22 08:52:51,2022-03-22 08:53:04,-1,"['A1', 'C5', 'C4']","['14', '16', '16']",unclear,{}
540,197,9031005920505506,2022-03-22 08:52:55,2022-03-22 08:53:03,-1,"['B4', 'B2']","['13', '13', '13']",unclear,{}
541,78,9031005920505747,2022-03-22 08:53:01,2022-03-22 08:53:37,-1,"['B5', 'E1']","['14', '18', '6', '6', '6']",regular_stop,{}
542,292,9031005918308718,2022-03-22 08:53:08,2022-03-22 08:53:38,-1,"['C1', 'C3']","['566', '522', '522']",unclear,{}
543,62,9031005920505505,2022-03-22 08:53:13,2022-03-22 08:53:42,-1,"['C5', 'C4']","['16', '16', '16']",unclear,{}
544,483,9031005920505742,2022-03-22 08:53:32,2022-03-22 08:59:58,E1,"['E2', 'A1', 'E1']","['10', '15', '572']",confirmed,{}
545,293,9031005918308718,2022-03-22 08:54:05,2022-03-22 08:54:27,-1,"['C1', 'C3']","['566', '522', '522']",unclear,{}
546,489,9031005920505697,2022-03-22 08:54:09,2022-03-22 08:59:58,B6,"['A5', 'B6']","['3', '12', '12', '12']",confirmed,{}
547,9,9031005920505682,2022-03-22 08:54:59,2022-03-22 08:59:58,D1,['A6'],"['2', '2', '4', '4']",unclear,{}
548,294,9031005918308718,2022-03-22 08:55:01,2022-03-22 08:55:23,-1,"['C1', 'C3']","['566', '522', '522']",unclear,{}
549,560,9031005918308833,2022-03-22 08:55:11,2022-03-22 08:55:37,C4,['C1'],"['39', '39']",unclear,{}
550,479,9031005920505753,2022-03-22 08:55:13,2022-03-22 08:55:20,-1,"['E1', 'A2', 'A1']","['6', '1', '15']",regular_stop,{}
551,456,9031005917108411,2022-03-22 08:55:13,2022-03-22 08:55:21,-1,"['C3', 'C2']","['522', '620']",unclear,{}
552,161,9031005920505746,2022-03-22 08:55:18,2022-03-22 08:55:23,-1,['B2'],"['11', '11', '11', '11', '11', '11']",unclear,{}
553,121,9031005920505759,2022-03-22 08:55:21,2022-03-22 08:59:56,B1,"['B1', 'E2']","['10', '10', '10']",confirmed,{'vehicle_infront': [{'vehicle': '9031005920505746'}]}
554,561,9031005918308833,2022-03-22 08:56:06,2022-03-22 08:59:59,C1,['C1'],"['39', '39']",confirmed,{'vehicle_infront': [{'vehicle': '9031005920505759'}]}
555,16,9031005920505673,2022-03-22 08:56:41,2022-03-22 08:59:58,A2,"['A3', 'A2']","['1', '1', '1', '1']",confirmed,{}
556,557,9031005917108309,2022-03-22 08:57:07,2022-03-22 08:57:55,-1,['C1'],['555'],regular_stop,{}
557,221,9031005920505516,2022-03-22 08:57:16,2022-03-22 08:59:59,C5,"['A6', 'D1', 'A5', 'C5']","['4', '20', '3', '3', '3', '17']",confirmed,{}
558,511,9031005920505678,2022-03-22 08:58:35,2022-03-22 08:58:43,-1,"['C5', 'A6']","['17', '2', '2', '2']",regular_stop,{}
559,339,9031005920505653,2022-03-22 08:58:53,2022-03-22 08:59:58,A5,"['C4', 'B5', 'A5']","['16', '14', '18', '3']",confirmed,{}
560,525,9031005920505683,2022-03-22 08:58:58,2022-03-22 08:59:58,C3,['A6'],['2'],unclear,{}
561,289,9031005920505502,2022-03-22 08:59:17,2022-03-22 08:59:58,B3,"['B3', 'A4']","['5', '5', '5']",confirmed,{}
