,id,latitude,longitude,bearing,speed,timestamp,vehicle.id,trip_id,schedule_relationship,source,route_id,direction_id,route_short_name,route_type
4516,796964143,58.41685485839844,15.623973846435549,317.0,0.0,1647930164,9031005918308742,,,otraf-vehiclepositions-2022-03-22T07-22-46Z.pb,-1,-1,-1,-1
4517,796964165,58.417457580566406,15.623201370239258,319.0,0.0,1647930164,9031005920505668,55700000065087063,0.0,otraf-vehiclepositions-2022-03-22T07-22-46Z.pb,9011005021300000,1,13,700
4518,796964148,58.41786575317383,15.622255325317385,256.0,0.0,1647930164,9031005920505743,55700000063663528,0.0,otraf-vehiclepositions-2022-03-22T07-22-46Z.pb,9011005020600000,1,6,700
4519,796964066,58.41704559326172,15.624295234680176,321.0,0.0,1647930164,9031005920505675,55700000063338106,0.0,otraf-vehiclepositions-2022-03-22T07-22-46Z.pb,9011005020300000,1,3,700
4520,796964190,58.41707992553711,15.624073028564451,315.0,2.799999952316284,1647930164,9031005920505516,55700000065074528,0.0,otraf-vehiclepositions-2022-03-22T07-22-46Z.pb,9011005022000000,1,20,700
4521,796964100,58.417724609375,15.623018264770508,322.0,0.0,1647930164,9031005920505736,55700000063666595,0.0,otraf-vehiclepositions-2022-03-22T07-22-46Z.pb,9011005020600000,0,6,700
4522,796964012,58.417598724365234,15.622906684875488,327.0,0.0,1647930164,9031005920505758,55700000063309748,0.0,otraf-vehiclepositions-2022-03-22T07-22-46Z.pb,9011005021000000,0,10,700
4523,796964611,58.41767501831055,15.622787475585938,344.0,3.5999999046325684,1647930165,9031005920505506,55700000065015753,0.0,otraf-vehiclepositions-2022-03-22T07-22-47Z.pb,9011005021300000,0,13,700
4524,796964518,58.41753387451172,15.623346328735352,325.0,0.0,1647930165,9031005920505649,55700000064428320,0.0,otraf-vehiclepositions-2022-03-22T07-22-47Z.pb,9011005020100000,1,1,700
4525,796964465,58.41691970825195,15.62411403656006,321.0,0.0,1647930165,9031005920505735,55700000065084373,0.0,otraf-vehiclepositions-2022-03-22T07-22-47Z.pb,9011005021400000,0,14,700
4526,796964447,58.41690826416016,15.623050689697266,134.0,8.899999618530273,1647930165,9031005920505667,55700000063262280,0.0,otraf-vehiclepositions-2022-03-22T07-22-47Z.pb,9011005022300000,1,23,700
4527,796964523,58.41685485839844,15.623973846435549,317.0,0.0,1647930165,9031005918308742,,,otraf-vehiclepositions-2022-03-22T07-22-47Z.pb,-1,-1,-1,-1
4528,796964538,58.417457580566406,15.623201370239258,319.0,0.0,1647930165,9031005920505668,55700000065087063,0.0,otraf-vehiclepositions-2022-03-22T07-22-47Z.pb,9011005021300000,1,13,700
4529,796964521,58.41786575317383,15.622255325317385,256.0,0.0,1647930165,9031005920505743,55700000063663528,0.0,otraf-vehiclepositions-2022-03-22T07-22-47Z.pb,9011005020600000,1,6,700
4530,796964441,58.41704559326172,15.624295234680176,321.0,0.0,1647930165,9031005920505675,55700000063338106,0.0,otraf-vehiclepositions-2022-03-22T07-22-47Z.pb,9011005020300000,1,3,700
4531,796964566,58.4171028137207,15.62402629852295,314.0,3.0999999046325684,1647930165,9031005920505516,55700000065074528,0.0,otraf-vehiclepositions-2022-03-22T07-22-47Z.pb,9011005022000000,1,20,700
4532,796964472,58.417724609375,15.623018264770508,322.0,0.0,1647930165,9031005920505736,55700000063666595,0.0,otraf-vehiclepositions-2022-03-22T07-22-47Z.pb,9011005020600000,0,6,700
4533,796964420,58.417598724365234,15.622906684875488,327.0,0.0,1647930165,9031005920505758,55700000063309748,0.0,otraf-vehiclepositions-2022-03-22T07-22-47Z.pb,9011005021000000,0,10,700
4534,796964611,58.41767501831055,15.622787475585938,344.0,3.5999999046325684,1647930165,9031005920505506,55700000065015753,0.0,otraf-vehiclepositions-2022-03-22T07-22-48Z.pb,9011005021300000,0,13,700
4535,796964518,58.41753387451172,15.623346328735352,325.0,0.0,1647930165,9031005920505649,55700000064428320,0.0,otraf-vehiclepositions-2022-03-22T07-22-48Z.pb,9011005020100000,1,1,700
4536,796964465,58.41691970825195,15.62411403656006,321.0,0.0,1647930165,9031005920505735,55700000065084373,0.0,otraf-vehiclepositions-2022-03-22T07-22-48Z.pb,9011005021400000,0,14,700
4537,796964447,58.41690826416016,15.623050689697266,134.0,8.899999618530273,1647930165,9031005920505667,55700000063262280,0.0,otraf-vehiclepositions-2022-03-22T07-22-48Z.pb,9011005022300000,1,23,700
4538,796964523,58.41685485839844,15.623973846435549,317.0,0.0,1647930165,9031005918308742,,,otraf-vehiclepositions-2022-03-22T07-22-48Z.pb,-1,-1,-1,-1
4539,796964538,58.417457580566406,15.623201370239258,319.0,0.0,1647930165,9031005920505668,55700000065087063,0.0,otraf-vehiclepositions-2022-03-22T07-22-48Z.pb,9011005021300000,1,13,700
4540,796964521,58.41786575317383,15.622255325317385,256.0,0.0,1647930165,9031005920505743,55700000063663528,0.0,otraf-vehiclepositions-2022-03-22T07-22-48Z.pb,9011005020600000,1,6,700
4541,796964441,58.41704559326172,15.624295234680176,321.0,0.0,1647930165,9031005920505675,55700000063338106,0.0,otraf-vehiclepositions-2022-03-22T07-22-48Z.pb,9011005020300000,1,3,700
4542,796964566,58.4171028137207,15.62402629852295,314.0,3.0999999046325684,1647930165,9031005920505516,55700000065074528,0.0,otraf-vehiclepositions-2022-03-22T07-22-48Z.pb,9011005022000000,1,20,700
4543,796964472,58.417724609375,15.623018264770508,322.0,0.0,1647930165,9031005920505736,55700000063666595,0.0,otraf-vehiclepositions-2022-03-22T07-22-48Z.pb,9011005020600000,0,6,700
4544,796964420,58.417598724365234,15.622906684875488,327.0,0.0,1647930165,9031005920505758,55700000063309748,0.0,otraf-vehiclepositions-2022-03-22T07-22-48Z.pb,9011005021000000,0,10,700
4545,796965357,58.4177360534668,15.622767448425291,345.0,3.5999999046325684,1647930167,9031005920505506,55700000065015753,0.0,otraf-vehiclepositions-2022-03-22T07-22-49Z.pb,9011005021300000,0,13,700
4546,796965275,58.41753387451172,15.623346328735352,325.0,0.0,1647930167,9031005920505649,55700000064428320,0.0,otraf-vehiclepositions-2022-03-22T07-22-49Z.pb,9011005020100000,1,1,700
4547,796965218,58.41691970825195,15.62411403656006,321.0,0.0,1647930167,9031005920505735,55700000065084373,0.0,otraf-vehiclepositions-2022-03-22T07-22-49Z.pb,9011005021400000,0,14,700
4548,796965196,58.416778564453125,15.623283386230469,133.0,10.0,1647930167,9031005920505667,55700000063262280,0.0,otraf-vehiclepositions-2022-03-22T07-22-49Z.pb,9011005022300000,1,23,700
4549,796965263,58.41685485839844,15.623973846435549,317.0,0.0,1647930167,9031005918308742,,,otraf-vehiclepositions-2022-03-22T07-22-49Z.pb,-1,-1,-1,-1
