,id,trip_id,schedule_relationship,latitude,longitude,bearing,speed,timestamp,vehicle.id,source,route_id,direction_id,route_short_name,route_type
87,796458027,55700000064973587,0.0,58.4168586730957,15.624652862548828,306.0,0.0,1647928807,9031005920505682,otraf-vehiclepositions-2022-03-22T07-00-09Z.pb,9011005020200000,1,2,700
88,796458117,55700000065109941,0.0,58.417362213134766,15.623644828796387,319.0,0.0,1647928807,9031005920505673,otraf-vehiclepositions-2022-03-22T07-00-09Z.pb,9011005020100000,0,1,700
89,796457878,,,58.417720794677734,15.622900009155273,324.0,2.799999952316284,1647928807,9031005920505752,otraf-vehiclepositions-2022-03-22T07-00-09Z.pb,-1,-1,-1,-1
90,796458177,55700000063338064,0.0,58.417057037353516,15.624250411987305,322.0,0.0,1647928807,9031005920505664,otraf-vehiclepositions-2022-03-22T07-00-09Z.pb,9011005020300000,1,3,700
91,796458096,55700000063262810,0.0,58.416927337646484,15.623791694641113,304.0,3.5999999046325684,1647928807,9031005920505733,otraf-vehiclepositions-2022-03-22T07-00-09Z.pb,9011005022100000,1,21,700
92,796458091,55700000064969976,0.0,58.41631317138672,15.622515678405762,169.0,8.600000381469727,1647928807,9031005920505680,otraf-vehiclepositions-2022-03-22T07-00-09Z.pb,9011005020400000,1,4,700
93,796458080,55700000063302008,0.0,58.417457580566406,15.623204231262207,323.0,0.0,1647928807,9031005920505688,otraf-vehiclepositions-2022-03-22T07-00-09Z.pb,9011005021100000,1,11,700
94,796458302,,,58.41746139526367,15.622955322265625,0.0,0.0,1647928809,9031005918308827,otraf-vehiclepositions-2022-03-22T07-00-10Z.pb,-1,-1,-1,-1
95,796458403,55700000063278840,0.0,58.41769790649414,15.622907638549805,320.0,0.0,1647928808,9031005920505737,otraf-vehiclepositions-2022-03-22T07-00-10Z.pb,9011005021500000,1,15,700
96,796458389,55700000064973587,0.0,58.4168586730957,15.624652862548828,306.0,0.0,1647928808,9031005920505682,otraf-vehiclepositions-2022-03-22T07-00-10Z.pb,9011005020200000,1,2,700
97,796458487,55700000065109941,0.0,58.417362213134766,15.623644828796387,319.0,0.0,1647928808,9031005920505673,otraf-vehiclepositions-2022-03-22T07-00-10Z.pb,9011005020100000,0,1,700
98,796458606,,,58.41776657104492,15.622838020324707,324.0,2.799999952316284,1647928809,9031005920505752,otraf-vehiclepositions-2022-03-22T07-00-10Z.pb,-1,-1,-1,-1
99,796458556,55700000063338064,0.0,58.417057037353516,15.624250411987305,322.0,0.0,1647928808,9031005920505664,otraf-vehiclepositions-2022-03-22T07-00-10Z.pb,9011005020300000,1,3,700
100,796458460,55700000063262810,0.0,58.416954040527344,15.623723030090332,306.0,4.400000095367432,1647928808,9031005920505733,otraf-vehiclepositions-2022-03-22T07-00-10Z.pb,9011005022100000,1,21,700
101,796458468,55700000064969976,0.0,58.41624069213867,15.622549057006836,169.0,8.899999618530273,1647928808,9031005920505680,otraf-vehiclepositions-2022-03-22T07-00-10Z.pb,9011005020400000,1,4,700
102,796458447,55700000063302008,0.0,58.417457580566406,15.623204231262207,323.0,0.0,1647928808,9031005920505688,otraf-vehiclepositions-2022-03-22T07-00-10Z.pb,9011005021100000,1,11,700
103,796458661,,,58.41746139526367,15.622955322265625,0.0,0.0,1647928810,9031005918308827,otraf-vehiclepositions-2022-03-22T07-00-11Z.pb,-1,-1,-1,-1
104,796458756,55700000063278840,0.0,58.41769790649414,15.622907638549805,320.0,0.0,1647928809,9031005920505737,otraf-vehiclepositions-2022-03-22T07-00-11Z.pb,9011005021500000,1,15,700
105,796458775,55700000064973587,0.0,58.4168586730957,15.624652862548828,306.0,0.0,1647928809,9031005920505682,otraf-vehiclepositions-2022-03-22T07-00-11Z.pb,9011005020200000,1,2,700
106,796458848,55700000065109941,0.0,58.417362213134766,15.623644828796387,319.0,0.0,1647928809,9031005920505673,otraf-vehiclepositions-2022-03-22T07-00-11Z.pb,9011005020100000,0,1,700
